,Summary,Custom field (Story Points),Assignee_count,Reporter_count,Creator_count
288,Add the capability to specify min/max disk size range for a profile.,5.0,0.0,0.4,0.4
289,Surface errors for publishing CSI volumes in task status updates.,5.0,0.0,0.4,0.4
290,Look into enabling the libarchive extraction flag ARCHIVE_EXTRACT_SECURE_NOABSOLUTEPATHS by default,2.0,0.07142857142857142,0.37142857142857144,0.37142857142857144
291,Support docker manifest v2s2 external urls.,5.0,0.7142857142857143,0.1,0.1
292,Support GID manager with non-sharable persistent volume.,3.0,0.7142857142857143,0.1,0.1
293,Make logging of operations and their updates consistent,3.0,0.0,1.0,1.0
294,"Transition agent operations to some ""lost"" state when the agent is removed.",5.0,1.0,0.4,0.4
295,Add a `/debug` allocator endpoint to expose allocator state for debugging.,8.0,0.0,0.4,0.4
296,Retry logic for unsuccessful `docker rm` during agent recovery,3.0,0.14285714285714285,0.4,0.4
297,Add allocator metric for number of offers each role / framework received.,2.0,0.0,0.18571428571428572,0.18571428571428572
298,Update FrameworkInfo.user on framework reregistration,5.0,0.0,0.0,0.0
299,Improve `class Slave` in the allocator.,5.0,0.6428571428571429,0.2,0.2
300,Re-enable tests impacted by request streaming support,5.0,0.0,0.15714285714285714,0.15714285714285714
301,De-couple suppression API from clearing filters.,5.0,0.6428571428571429,0.2857142857142857,0.2857142857142857
302,Make IO Switchboard optional for debug containers,5.0,0.2857142857142857,0.08571428571428572,0.08571428571428572
303,Introduce an extra 'unknown' health check state.,5.0,1.0,0.4142857142857143,0.38571428571428573
304,Command checks via agent implicitly set up IOSwitchboard but do not use it.,1.0,0.2857142857142857,0.4142857142857143,0.38571428571428573
305,"Running 'tty' inside a debug container that has a tty reports ""Not a tty""",2.0,0.0,0.08571428571428572,0.08571428571428572
306,Refactor the old allocator benchmarks to utilize the allocator benchmark fixture.,3.0,0.0,0.2,0.2
307,Validation of Docker Layers Pulled From Docker Registry,3.0,0.0,0.0,0.0
308,"Expand the ""Getting Started"" installation instructions",5.0,0.0,1.0,1.0
309,Allocate revocable resources beyond quota guarantee.,8.0,0.0,0.4142857142857143,0.38571428571428573
310,Reliably report executor terminations to framework schedulers.,5.0,0.0,0.0,0.04285714285714286
311,Update style guide: Avoid object slicing,1.0,0.07142857142857142,0.02857142857142857,0.02857142857142857
312,Namespace the stout flags,2.0,0.0,1.0,1.0
313,Reported used resources for tasks in frameworks do not match slave tally,3.0,0.0,0.1,0.1
314,Master should not store arbitrarily sized data in ExecutorInfo.,3.0,0.0,0.37142857142857144,0.37142857142857144
315,Continue test suite execution across crashing tests.,8.0,0.0,0.1,0.1
316,os::read should have one implementation,3.0,0.07142857142857142,0.014285714285714285,0.0
317,Configure Jenkins to run Docker tests,2.0,0.07142857142857142,0.0,0.0
318,Add support for command and arguments to mesos-execute.,5.0,0.7857142857142857,0.0,0.0
319,Get Container Name information when launching a container task,3.0,0.42857142857142855,0.0,0.0
320,Improve debuggability of `MockResourceProvider::send()`.,2.0,0.0,0.4,0.4
321,Ensure that TASK_LOSTs for a hard slave drain (SIGUSR1) include a Reason.,3.0,0.7857142857142857,0.2857142857142857,0.2857142857142857
322,Allow operators to limit the number of Docker containers on a host,3.0,0.0,1.0,1.0
323,Introduce a copy-on-write type to enforce safe mutation with exclusive ownership.,5.0,0.6428571428571429,0.2,0.2
324,Add the fields `ExposedPorts` and `Volumes` into Docker v1 image spec,2.0,0.7142857142857143,0.07142857142857142,0.07142857142857142
325,Build and persist quota headroom info across allocation cycle.,3.0,0.6428571428571429,0.2,0.2
326,Consider including public protobuf definitions in generated jar,1.0,0.0,0.18571428571428572,0.18571428571428572
327,Restructure Web UI to make updates simpler to do.,3.0,0.07142857142857142,0.0,0.0
328,Add Docker inspect timeout when collecting container statistics,3.0,0.0,1.0,1.0
329,UCR doesn't isolate uts namespace w/ host networking,3.0,0.21428571428571427,0.0,0.0
330,Recovered resources are not re-allocated until the next allocation delay.,5.0,0.7857142857142857,0.2857142857142857,0.2857142857142857
331,Health checks should use a general mechanism to enter namespaces of the task.,3.0,0.0,0.0,0.0
332,Consider adding a timeout to Docker executor task launch,5.0,0.0,1.0,1.0
333,Add missing fields to agent v1 operator API,2.0,1.0,1.0,1.0
334,Leverage helper functions to reduce boilerplate code related to v1 API.,3.0,0.0,0.4142857142857143,0.38571428571428573
335,Look for unnecessary 'Clock::resume()' at the end of tests,2.0,0.0,1.0,1.0
336,Non-leading master should reply to some API requests,3.0,0.0,1.0,1.0
337,Support multiple health checks per task.,8.0,0.0,0.4142857142857143,0.38571428571428573
338,Change the auto backend logic of backing filesystem from exclusive to inclusive.,3.0,0.6428571428571429,0.1,0.1
339,Design doc for creating user namespaces inside containers,5.0,0.21428571428571427,0.04285714285714286,0.04285714285714286
340,Allow the KillPolicy to specify a signal,3.0,0.0,1.0,1.0
341,Allow the KillPolicy to specify a command,5.0,0.0,1.0,1.0
342,"ns::clone should spawn process, which is a direct child",8.0,0.0,0.05714285714285714,0.05714285714285714
343,Improve completed task/framework garbage collection,5.0,0.0,1.0,1.0
344,Dump the contents of the sandbox when a test fails,3.0,0.0,0.37142857142857144,0.37142857142857144
345,Provide a generic HTTP driver abstraction,5.0,0.0,0.18571428571428572,0.18571428571428572
346,Add more filtering options for unversioned operator API,3.0,0.0,1.0,1.0
347,Stop using EXIT() in master/agent initialization code,3.0,0.0,1.0,1.0
348,Add support for incremental gzip compression.,3.0,0.0,0.2857142857142857,0.2857142857142857
349,Add upgrade testing to the ASF CI,5.0,0.0,1.0,1.0
350,Move some protobuf-related helpers into public headers,3.0,0.0,1.0,1.0
351,Add support for 'docker image inspect' in our docker abstraction.,5.0,0.7857142857142857,0.08571428571428572,0.08571428571428572
352,Enable the upgrade test script to run multiple masters/agents,3.0,0.0,1.0,1.0
353,Report per-container metrics from host egress filter,1.0,0.0,0.04285714285714286,0.04285714285714286
354,Metric for cpu scheduling latency from all components,8.0,0.14285714285714285,0.04285714285714286,0.04285714285714286
355,Move implicit authorization into the authorizer,5.0,0.0,1.0,1.0
356,Docker executor does not support general checks.,5.0,0.0,0.4142857142857143,0.38571428571428573
357,Refactor the clone option to subprocess.,2.0,0.5714285714285714,0.07142857142857142,0.07142857142857142
358,"Introduce ""global"" decision policy for unhealthy tasks.",8.0,0.0,0.4142857142857143,0.38571428571428573
359,Support health policies in health checks.,8.0,0.0,0.4142857142857143,0.38571428571428573
360,Launch subprocesses associated with specified namespaces.,8.0,0.07142857142857142,0.07142857142857142,0.07142857142857142
361,Scheduler library's reconnection logic should be teardown-aware,3.0,0.0,1.0,1.0
362,Show framework info in /state and /frameworks for frameworks that have orphan tasks,3.0,0.14285714285714285,0.2571428571428571,0.2571428571428571
363,"Add abstractions of ""owned"" and ""shared"" file descriptors to libprocess.",3.0,0.0,0.37142857142857144,0.37142857142857144
364,Clean up `FlagsBase::add`,3.0,0.07142857142857142,1.0,1.0
365,Allow Docker v1 ImageManifests to be parsed from the output of `docker inspect`,3.0,0.0,0.08571428571428572,0.08571428571428572
366,Enhance DispatchEvent to include demangled method name.,5.0,0.0,0.4142857142857143,0.38571428571428573
367,Add synchronous validation for all types of Calls.,5.0,0.0,0.15714285714285714,0.15714285714285714
368,Use snake casing for flag names consistently,1.0,0.0,0.15714285714285714,0.15714285714285714
369,Consider allowing the libprocess caller an option to not set CLOEXEC on libprocess sockets,3.0,0.0,0.37142857142857144,0.37142857142857144
370,Example frameworks should allow setting failover timeout,2.0,0.0,1.0,1.0
371,Enable `Option` to handle string literals gracefully,2.0,0.0,1.0,1.0
372,"Add ""chown"" option to CommandInfo.URI",2.0,0.07142857142857142,0.2571428571428571,0.2571428571428571
373,Operator endpoints should accept a principal without HTTP authentication,3.0,0.0,1.0,1.0
374,Expose TaskStatus source & reason in master's '/state' output,1.0,0.0,1.0,1.0
375,Add explicit upgrade instructions to the docs,1.0,0.0,1.0,1.0
376,Update Master to send revocable resources in separate offers,3.0,0.07142857142857142,0.2571428571428571,0.2571428571428571
377,Automatically generate command-line flag documentation,3.0,0.0,1.0,1.0
378,Add an abstraction to manage the life cycle of file descriptors.,5.0,0.14285714285714285,0.014285714285714285,0.014285714285714285
379,Inform framework when rate limiting is active,3.0,0.0,0.0,0.0
380,Enable mesos-reviewbot project on jenkins to use SSL,3.0,0.0,0.15714285714285714,0.15714285714285714
381,Introduce an Either type.,5.0,0.0,0.2857142857142857,0.2857142857142857
382,Rename ResourceStatistics for containers,8.0,0.0,0.04285714285714286,0.04285714285714286
383,Cleanup stout build setup,3.0,0.0,0.2571428571428571,0.2571428571428571
384,Support pre-fetching images,5.0,0.0,0.04285714285714286,0.04285714285714286
385,Have fine grained control over OpenSSL dependency.,3.0,0.0,0.15714285714285714,0.15714285714285714
386,Only send ShutdownFrameworkMessage to agents associated with framework.,1.0,0.07142857142857142,0.0,0.0
387,Deprecate Role::resources in favor of Role::allocated and Role::offered.,2.0,0.21428571428571427,0.15714285714285714,0.15714285714285714
388,Allow for optionally unbundled glog from CMake builds. ,2.0,0.0,0.15714285714285714,0.15714285714285714
389,Allow for optionally unbundled protobuf from CMake builds.,2.0,0.0,0.15714285714285714,0.15714285714285714
390,Rework FindPackageHelper to allow for locating xxx_ROOT_DIR.,2.0,0.0,0.15714285714285714,0.15714285714285714
391,Allow for optionally unbundled ZooKeeper from CMake builds.,2.0,0.21428571428571427,0.15714285714285714,0.15714285714285714
392,"Refactor the ""_ROOT_DIR"" logic into FindPackageHelper for CMake.",2.0,0.0,0.15714285714285714,0.15714285714285714
393,Refactor master's 'updateOperation()' to not accept an update message,3.0,0.0,1.0,1.0
394,Command health checks ignore some fields from CommandInfo.,3.0,0.0,0.4142857142857143,0.38571428571428573
395,Disallow empty string roles,3.0,0.0,0.4142857142857143,0.38571428571428573
396,Auto-generate protos for stout tests,2.0,0.0,0.4142857142857143,0.014285714285714285
397,Remove plain text Credential format (after deprecation cycle),3.0,0.0,0.014285714285714285,0.04285714285714286
398,Follow Google Style Guide for header file include order completely.,5.0,0.5714285714285714,0.07142857142857142,0.07142857142857142
399,Standardize use of Path ,3.0,0.0,0.37142857142857144,0.37142857142857144
400,Expose Check and HealthCheck information on Mesos HTTP endpoints.,2.0,1.0,0.0,0.0
401,Delimiters in endpoint names are inconsistent across mesos components.,3.0,0.0,0.4142857142857143,0.38571428571428573
402,Linux launcher may report `Failed to clone: Success` on error.,1.0,0.0,0.4,0.4
403,Move SASL based CRAM-MD5 authentication out of libmesos.,8.0,0.0,0.15714285714285714,0.15714285714285714
404,Expose metrics and gauges for fetcher cache usage and hit rate,2.0,0.0,0.0,0.0
405,Consolidate functionality in stout/net and process/http,8.0,0.0,0.1,0.1
406,Use `Connection` abstraction to compare stale connections in scheduler library.,3.0,0.0,0.15714285714285714,0.15714285714285714
407,Fetch checksum files to inform fetcher cache use,3.0,0.0,0.1,0.1
408,HTTP auth for CLI,3.0,0.0,0.014285714285714285,0.014285714285714285
409,Refactor the plain JSON parsing in the docker containerizer,3.0,0.14285714285714285,0.37142857142857144,0.37142857142857144
410,Add `EXPECT_NO_FUTURE_DISPATCHES` macro for tests.,1.0,0.0,0.02857142857142857,0.02857142857142857
411,Agent logs should be accesible with the `/agent/log` path.,1.0,0.07142857142857142,0.02857142857142857,0.02857142857142857
412,Add '{' on newline for function declarations in style checker,1.0,0.0,0.05714285714285714,0.05714285714285714
413,Use `std::quoted` for strings in error messages,3.0,0.0,0.014285714285714285,0.014285714285714285
