,Summary,Custom field (Story Points),Assignee_count,Reporter_count,Creator_count
1339,Final version of Supertask and Activator prototype implementation,12.0,0.15096481271282633,0.3076923076923077,0.3067765567765568
1340,Propose and discuss workflow selection,10.0,0.04199772985244041,0.3076923076923077,0.3067765567765568
1341,"Investigate Shifter, HTCondor, preemption, and file cleanup",20.0,0.17480136208853575,0.3076923076923077,0.3067765567765568
1342,Evaluate use of dynamic slot mechanism in HTCondor for DRP tasks,10.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1343,Python 3 migration work,2.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1344,Data Backbone: explore overheads and costs of staging model,30.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1345,Analyze existing implementation of Supertask,6.0,0.1452894438138479,0.07234432234432235,0.07142857142857142
1346,Understand how EUPS works,2.0,0.1452894438138479,0.07234432234432235,0.07142857142857142
1347,Data Backbone: produce abstract API to ingest data into L1 archive ,8.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1348,Data Backbone: initial analysis of OpenStack and Ceph object store APIs,20.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1349,Data Backbone: initial analysis of DDN WOS object store API,20.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1350,Object Store and WAN Data Interchange Evaluation,50.0,0.2122587968217934,0.3076923076923077,0.3067765567765568
1351,Draft Data Backbone Scenario: NetApp StorageGrid Webscale,10.0,0.2122587968217934,0.3076923076923077,0.3067765567765568
1352,Draft Data Backbone Scenario: DDN WOS,10.0,0.2122587968217934,0.3076923076923077,0.3067765567765568
1353,Produce final evaluation report,15.0,0.2122587968217934,0.3076923076923077,0.3067765567765568
1354,Cost Model Updates for FY17,20.0,0.2122587968217934,0.3076923076923077,0.3067765567765568
1355,Service Management for F16 (part 1),12.0,0.17480136208853575,0.3076923076923077,0.3067765567765568
1356,Deploy FY16 Integration Environment,130.0,0.2122587968217934,0.3076923076923077,0.3067765567765568
1357,Convert GWT projection and Coorindate Conversion routine to JavaScript,8.0,0.27809307604994327,0.2490842490842491,0.2490842490842491
1358,Test the new JS convertion and projection routines against the java versions,12.0,0.10556186152099886,0.2490842490842491,0.2490842490842491
1359,Remove GWT from build,4.0,0.2383654937570942,0.2490842490842491,0.2490842490842491
1360,update overview docs to clarify roles of meas_multifit and shapelet packages,2.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
1361,May 2016 LAAIM work,4.0,0.014755959137343927,0.013736263736263736,0.013736263736263736
1362,Ansible automation to run conda-lsst.,6.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
1363,Measure photometric and astrometric precision for DECam COSMOS dataset,26.0,0.026106696935300794,0.013736263736263736,0.013736263736263736
1364,"For the 3_build-git-image.sh, pass -j$(nproc) to scons to speed up the build process",2.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
1365,Verification CoDR preparation,6.0,0.18047673098751418,0.3031135531135531,0.304029304029304
1366,Remove boost dependencies where possible,6.0,0.06923950056753689,1.0,1.0
1367,Revise and improve DMTN-020,10.0,0.7582292849035187,1.0,1.0
1368,Deploy FY16 Storage Expansion (part 2),90.0,0.2122587968217934,0.3076923076923077,0.3067765567765568
1369,Deploy FY16 Nebula Expansion (part 2),20.0,0.2122587968217934,0.3076923076923077,0.3067765567765568
1370,meas_base plugin for sampling-based galaxy fitter,8.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
1371,Deploy FY16 Cluster Services (part 2),20.0,0.2122587968217934,0.3076923076923077,0.3067765567765568
1372,Deploy FY16 Verification Cluster (part 2),130.0,0.2122587968217934,0.3076923076923077,0.3067765567765568
1373,L1 System Mock 1: Butler component,10.0,0.4108967082860386,0.3076923076923077,0.3067765567765568
1374,L1 System Mock 2: Archive component,10.0,0.4108967082860386,0.3076923076923077,0.3067765567765568
1375,"Investigate the feasibility of hosting an extracted, transformed and loaded database at archive site instead of a full EFD",32.0,0.4108967082860386,0.3076923076923077,0.3067765567765568
1376,Investigation of workflow and interface tools in the OpenStack environment,40.0,0.15096481271282633,0.3076923076923077,0.3067765567765568
1377,create description of features in storage APIs,4.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
1378,Design and RFC for Repository Refactor,20.0,0.337116912599319,0.26373626373626374,0.2619047619047619
1379,Expand skeleton in LDM-151,20.0,0.0,0.44047619047619047,0.4413919413919414
1380,"productize ""Repository Refactor""",20.0,0.337116912599319,0.26373626373626374,0.2619047619047619
1381,Implement DISTINCT aggregate in qserv,2.0,0.5743473325766175,0.23809523809523808,0.23626373626373626
1382,Ramp-up administrative capability of qserv for deployment of SUI prototype system,30.0,0.0170261066969353,0.3076923076923077,0.3067765567765568
1383,App logging framework migration work,40.0,0.49375709421112374,0.3076923076923077,0.3067765567765568
1384,"Emergent middleware work (F16, part 1)",20.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1385,Please provide how-to-reproduce instructions for LSST/HSC comparison epics,2.0,0.07491486946651532,1.0,1.0
1386,Compare CModel results from LSST and HSC,4.0,0.07491486946651532,1.0,1.0
1387,Compare Kron results from LSST and HSC,4.0,0.07491486946651532,1.0,1.0
1388,Compare meas_mosaic-ed HSC and LSST coadds,5.0,0.07491486946651532,1.0,1.0
1389,Account for noise replacement differences between LSST and HSC,5.0,0.07491486946651532,1.0,1.0
1390,pin nginx version,0.125,0.5550510783200908,0.4065934065934066,0.4065934065934066
1391,update tls certificate,0.25,0.5550510783200908,0.4065934065934066,0.4065934065934066
1392,support samples and other many-to-one outputs in SourceRecord,20.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
1393,convert jenkins-ebs-snapshot job to use credentials for aws keys,0.75,0.5550510783200908,0.4065934065934066,0.4065934065934066
1394,Conda eups packages don't work if eups is already configured,1.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
1395,refactor jenkins snapshot purging,4.0,0.5550510783200908,0.4065934065934066,0.4065934065934066
1396,Possible image related issues in firefly viewer,8.0,0.27809307604994327,0.07692307692307693,0.07875457875457875
1397,Restore star selector registry,2.0,1.0,0.8232600732600732,0.8232600732600732
1398,Install conda psutil instead of LSST's version,1.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
1399,Report and work around conda repository change,1.0,0.13393870601589103,0.09706959706959707,0.09706959706959707
1400,Add support for running unit tests in scons,5.0,0.4733257661748014,0.9459706959706959,0.5815018315018315
1401,Form validation regression issues,4.0,0.2383654937570942,0.07692307692307693,0.07875457875457875
1402,"framework for documenting ""how to run qserv""",2.5,0.4177071509648127,0.9459706959706959,0.5815018315018315
1403,Investigate calibration zeropoint offset between HSC vs. LSST processCcd.py runs,8.0,0.29284903518728717,0.2078754578754579,0.2078754578754579
1404,Investigate offset in baseline zeropoint between LSST vs. HSC stack reductions for some HSC visits,8.0,0.07491486946651532,0.2078754578754579,0.2078754578754579
1405,Review LTS-210,2.0,0.0170261066969353,0.3076923076923077,0.3067765567765568
1406,Better error messages from the camera mapper when a template cannot be formatted,0.5,1.0,0.8232600732600732,0.8232600732600732
1407,Assist IN2P3 engineer in loading DC2013 data sample,3.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
1408,Assist IN2P3 student in using Openstack and following LSST coding standards,6.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
1409,Migrate database trac pages to Confluence,10.0,0.5743473325766175,0.9459706959706959,0.5815018315018315
1410,convert irsaviewer to react.js,10.0,0.2383654937570942,0.07692307692307693,0.07875457875457875
1411,Regrid needed  for WebGrid (coordinate grid overlay on image),6.0,0.10556186152099886,0.047619047619047616,0.04945054945054945
1412,setup test framework,2.0,0.04199772985244041,0.013736263736263736,0.013736263736263736
1413,pegasus,6.0,0.49375709421112374,0.013736263736263736,0.013736263736263736
1414,Swift,6.0,0.1452894438138479,0.013736263736263736,0.013736263736263736
1415,final report,4.0,0.04199772985244041,0.013736263736263736,0.013736263736263736
1416,panda,6.0,0.17480136208853575,0.013736263736263736,0.013736263736263736
1417,Verification Plan Systems Engineering Status Review,4.0,0.18047673098751418,0.3031135531135531,0.304029304029304
1418,"Remove unsused ""version.h"" file and associated code",0.25,0.5743473325766175,0.3543956043956044,0.3543956043956044
1419,Minor fixes to linearization,1.0,1.0,0.8232600732600732,0.8232600732600732
1420,Convert footprint support,20.0,0.15664018161180476,0.2490842490842491,0.2490842490842491
1421,Fix scheduler delays caused by mlock call in memman.,8.0,0.19182746878547105,0.09432234432234432,0.09432234432234432
1422,Temp local background broken,0.5,0.16572077185017026,0.13278388278388278,0.13278388278388278
1423,Prepare an RFC about logging migration,10.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
1424,Enhance lsst.log by having a Log object and Python interface ,7.0,0.49375709421112374,0.43956043956043955,0.43864468864468864
1425,Make old TCAM guide obsolete,0.1,0.7582292849035187,0.010073260073260074,0.5815018315018315
1426,Capture ProjMgmt WG Long Term Planning conclusions in DMTN-020,3.0,0.7582292849035187,1.0,1.0
1427,Statement of Work ,10.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1428,Networking Configuration,5.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1429,Investigate single frame processing astrometry failures/poor solutions on some HSC chip/visits.,6.0,0.07491486946651532,0.2078754578754579,0.2078754578754579
1430,Run baseline HTCondor ClassAds Scenarios,4.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
1431,LDM-151 adjustments,2.0,0.7582292849035187,1.0,1.0
1432,Add N-way matching to DLM-151,0.25,0.11577752553916004,0.09615384615384616,0.09615384615384616
1433,Write DMTN describing Lupton diffim decorrelation,12.0,0.09194097616345062,0.0695970695970696,0.0695970695970696
1434,"Run ""single slow worker"" HTCondor ClassAds Scenario",4.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
1435,Propose track to improve container infrastructure,10.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
1436,lsst-dev shared stack should provide release builds,1.0,0.7582292849035187,1.0,1.0
1437,Prevent external viewer from popup blockers.,3.0,0.2383654937570942,0.07692307692307693,0.07875457875457875
1438,Release Note integration for 12_0 Stack Release,2.5,0.9125993189557321,0.6565934065934066,0.6538461538461539
1439,Setup mononode test environment for initial learning about installations,4.0,0.0170261066969353,0.3076923076923077,0.3067765567765568
1440,Add queryId to messages at start and end of user queries.,1.0,0.19182746878547105,0.09432234432234432,0.09432234432234432
1441,Capture proposed epic review procedure in DMTN-020,1.0,0.7582292849035187,1.0,1.0
1442,Capture release policy in DMTN-020,1.0,0.7582292849035187,1.0,1.0
1443,Capture material on 3-month planning cadence in DMTN-020,0.2,0.7582292849035187,1.0,1.0
1444,unknown column derails Qserv,4.0,0.5743473325766175,0.9459706959706959,0.5815018315018315
1445,Capture material on epic-based long term planning in DMTN-020,0.2,0.7582292849035187,1.0,1.0
1446,Attend SBAG prep meeting at UW,8.0,0.3348467650397276,1.0,1.0
1447,"Take part in LDM-151 Progress Meeting, 2016-06-13",1.0,0.8286038592508513,1.0,1.0
1448,"Take part in LDM-151 Progress Meeting, 2016-06-13",1.0,0.34506242905788875,1.0,1.0
1449,"Take part in LDM-151 Progress Meeting, 2016-06-13",1.0,0.7582292849035187,1.0,1.0
1450,"Take part in LDM-151 Progress Meeting, 2016-06-20",1.0,0.8286038592508513,1.0,1.0
1451,"Take part in LDM-151 Progress Meeting, 2016-06-20",1.0,0.34506242905788875,1.0,1.0
1452,"Take part in LDM-151 Progress Meeting, 2016-06-20",1.0,0.7582292849035187,1.0,1.0
1453,Fix order of flags in Kron photometry,0.5,0.7582292849035187,0.027472527472527472,0.027472527472527472
1454,DoubleShapeletApproximation fails to fit Gaussian PSF,4.0,0.11577752553916004,0.20238095238095238,0.20238095238095238
1455,Clean-up rerun documentation,0.5,0.7582292849035187,1.0,1.0
1456,Make eups matplotlib package PEP440 compliant for matplotlib check,0.2,0.3348467650397276,0.20238095238095238,0.20238095238095238
1457,Make updateSourceCoords and updateRefCentroids more visible,1.0,1.0,0.8232600732600732,0.8232600732600732
1458,"Further prep for SBAG meeting, attend video telecon with Heidi et al.",5.0,0.3348467650397276,0.20238095238095238,0.20238095238095238
1459,Remove the extra init method from the SourceDetectionTask,1.0,0.04767309875141884,0.020146520146520148,0.020146520146520148
1460,Remove the 'makeSourceCatalog' alias for the run method of SourceDetectionTask,4.0,0.11010215664018161,0.020146520146520148,0.020146520146520148
1461,Refactor Known Issues and Metrics pages in Pipelines Docs,0.7,0.9125993189557321,0.6565934065934066,0.6538461538461539
1462,Change RADECSYS to RADESYS in our code base,0.25,1.0,0.8232600732600732,0.8232600732600732
1463,Convert jointcalTask unittest into a validation measure,4.0,0.0,0.5009157509157509,0.5009157509157509
1464,Initial tests running HTCondor jobs utilizing Shifter,4.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
1465,"Database name used by  integration tests should use their own dedicated database, not ""LSST""",9.0,0.032917139614074914,0.9459706959706959,0.5815018315018315
1466,Understand and ensure variance plane compliance with diffim decorrelation,8.0,0.09194097616345062,0.0695970695970696,0.0695970695970696
1467,Decrease warning messages in dipoleFitTask,1.0,0.09194097616345062,0.0695970695970696,0.0695970695970696
1468,Design a metadata system for LSST code and documentation repositories (technote),9.0,0.9125993189557321,0.6565934065934066,0.6538461538461539
1469,stack portability testing,8.0,0.18047673098751418,0.3031135531135531,0.304029304029304
1470,Remove RTLD_LOCAL,0.25,0.16572077185017026,0.13278388278388278,0.13278388278388278
1471,Adapt qa analysis script for LSST vs. HSC coadd processing comparison,4.0,0.29284903518728717,0.2078754578754579,0.2078754578754579
1472,Fill out Software Primitives section of LDM-151,2.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
1473,Collection of small bugs and look and feel issues,2.0,0.024971623155505107,0.4468864468864469,0.4441391941391941
1474,Implement exception translators in upstream pybind11,4.0,0.2054483541430193,0.21428571428571427,0.21428571428571427
1475,enable subMenu in the menu list,8.0,0.2383654937570942,0.4468864468864469,0.4441391941391941
1476,firefly api related issues due to irsa integration.,6.0,0.2383654937570942,0.07692307692307693,0.07875457875457875
1477,Write command-line driver tutorial for LSST@Europe2 meeting,1.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
1478,Butler arg to ProcessCcdTask ctor breaks SingleFrameDriver,0.1,0.8286038592508513,0.9807692307692307,0.9807692307692307
1479,Prepare presentation for SPIE,2.0,0.9897843359818388,0.7976190476190477,0.7994505494505495
1480,switch back to throwing exceptions in css/Facede.cc,1.0,0.5743473325766175,0.9459706959706959,0.5815018315018315
1481,Clean up naming of multiband tasks and scripts,1.0,0.0,0.9807692307692307,0.9807692307692307
1482,Port change to EXP-ID handling,0.5,0.16572077185017026,0.13278388278388278,0.13278388278388278
1483,Reporting improvements,6.0,0.0,0.07051282051282051,0.07051282051282051
1484,Install packstack to test OpenStack Object Storage API,2.0,0.4188422247446084,0.23443223443223443,0.21245421245421245
1485,Finalize v12 Pipelines release documentation,1.0,0.9125993189557321,0.6565934065934066,0.6538461538461539
1486,Review LDM-135 (LSST Database Design),4.0,0.0170261066969353,0.0,0.0
1487,"Parser has inverted order for ""limit"" and ""order by""",0.5,0.5743473325766175,0.9459706959706959,0.5815018315018315
1488,Further refine alert generation pipelines sections,20.0,0.04540295119182747,0.44047619047619047,0.4413919413919414
1489,Update X16/W16 release notes for qserv and dax services,2.0,0.5743473325766175,0.9459706959706959,0.34798534798534797
1490,Make HSC processing without bright object catalogs easier,2.0,0.04767309875141884,0.9807692307692307,0.9807692307692307
1491,Typo in afw/display/interface.py,2.0,0.3337116912599319,0.08516483516483517,0.08424908424908426
1492,Include Kron parameters in algorithm metadata,1.0,0.04767309875141884,0.08516483516483517,0.08424908424908426
1493,"update ""newinstall.sh"" nebula images & docker containers - v12_0",1.0,0.5550510783200908,0.4065934065934066,0.4065934065934066
1494,Catalog Search Panel bugs,2.0,0.0340522133938706,0.07692307692307693,0.07875457875457875
1495,Cannot instantiate LoadAstrometryNetObjectsTask without Config object,0.5,1.0,0.5009157509157509,0.5009157509157509
1496,cleanup non-survey-generic python in jointcal,4.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
1497,make jointcal integration/validation test for hsc,10.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
1498,make jointcal integration/validation test for cfht,10.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
1499,make jointcal integration/validation test for DECam,10.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
1500,make jointcal integration/validation test for lsstSim,10.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
1501,jointcal fails MemoryTestCase,4.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
1502,Fix base_* stuff in CcdImage.cc,1.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
1503,Reimplement diffim decorrelation as task,6.0,0.09194097616345062,0.0695970695970696,0.0695970695970696
1504,validate_drp: design and implement an API for metric measurements and serializations,22.0,0.9125993189557321,0.6565934065934066,0.6538461538461539
1505,Support ingesting reference catalogs from FITS files,2.0,1.0,0.8232600732600732,0.8232600732600732
1506,Single-frame processing tasks are no longer usable without a Butler,3.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
1507,Make match and flag propagation more reusable,4.0,0.0,0.9807692307692307,0.9807692307692307
1508,"HSC ISR configuration file is applied to ProcessCcdTask, not IsrTask",1.0,0.0,0.9807692307692307,0.9807692307692307
1509,Add JIRA-wrangling howto to DMTN-020,1.0,0.7582292849035187,1.0,1.0
1510,Typo in CoaddSrcTransformTask,1.0,0.7582292849035187,1.0,1.0
1511,LTD Keeper: Auto slug for edition paths deals with underscores,0.5,0.9125993189557321,0.6565934065934066,0.6538461538461539
1512,"Developer guide incorrectly calls improvements ""enhancements"".",0.1,0.9125993189557321,1.0,1.0
1513,"""out of range value"" message when running qserv-testdata (loader.py)",2.0,0.4733257661748014,0.3543956043956044,0.3543956043956044
1514,IsrTask is not a valid CmdLineTask,18.0,0.20998864926220204,0.9807692307692307,0.9807692307692307
1515,Add exact variants of image comparison test utilities,0.1,0.8286038592508513,0.9807692307692307,0.9807692307692307
1516,Make list of elements for consideration for planning packages,2.0,0.1112372304199773,0.07051282051282051,0.07051282051282051
1517,RADICAL-Pilot,6.0,0.1452894438138479,0.013736263736263736,0.013736263736263736
1518,Makeflow,6.0,0.49375709421112374,0.013736263736263736,0.013736263736263736
1519,pinball,6.0,0.1452894438138479,0.013736263736263736,0.013736263736263736
1520,CloudSlang,6.0,0.1452894438138479,0.013736263736263736,0.013736263736263736
1521,Adapt qa analysis script to apply corrections measured by meas_mosaic,2.0,0.29284903518728717,0.2078754578754579,0.2078754578754579
1522,Management level review of two products of the Management process working group,1.0,0.15891032917139614,0.07051282051282051,0.07051282051282051
1523,Move new reference loader so meas_astrom can use it and perform some cleanup,2.0,1.0,0.8232600732600732,0.8232600732600732
1524,Remove database hack,2.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
1525,implement the active target,0.5,0.24971623155505107,0.10347985347985347,0.10256410256410256
1526,ffApi image related issues found by irsa integration,6.0,0.27809307604994327,0.0018315018315018315,0.0018315018315018315
1527,ffApi XYplot related issues found by irsa integration,1.0,0.0170261066969353,0.0018315018315018315,0.0018315018315018315
1528,partition package has to detect eups-related boost,3.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
1529,CR finder does not care about XY0 of input image,0.5,0.16572077185017026,0.13278388278388278,0.13278388278388278
1530,"ConfigDictField says ""Inequality in keys for..."" even if I give 2 same configurations",0.5,0.16572077185017026,0.13278388278388278,0.13278388278388278
1531,Study iPlant as a potential candidate for workspace implementation,2.0,0.24971623155505107,0.4468864468864469,0.4441391941391941
1532,Investigate why afw.table.IdFactory doesn't allow reserved=0,2.0,0.0,0.9807692307692307,0.9807692307692307
1533,set up unit test for projection in Java,6.0,0.10556186152099886,0.4468864468864469,0.4441391941391941
1534,Data Backbone conops Level 1 considerations: submit to TCT,1.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1535,Alert Distribution conops (L1) through stage 4,3.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1536,Authentication & Authorization conops iteration 1: create raw draft (internal),5.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1537,Authentication & Authorization conops iteration 2: group review to produce first draft,2.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1538,Authentication & Authorization conops iteration 3: larger review to produce second draft,6.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1539,Authentication & Authorization conops formatting: convert second draft to reStructuredText,2.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
1540,Authentication & Authorization conops iteration 4: submit to Systems Engineering,1.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1541,Telemetry Gatewaying conops through stage 4,3.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1542,Service Monitoring conops iteration 1: create raw draft (internal),4.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1543,Service monitoring conops iteration 1 prep,4.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1544,Service Monitoring conops iteration 2: larger review to produce second draft,6.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1545,Service Monitoring conops factoring,2.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
1546,Level 3 Hosting conops iteration 4: submit to TCT,1.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1547,Batch Processing for commissioning conops: develop engineering considerations for BOE for work package,3.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1548,Batch Processing conops iteration 1: create raw draft (internal),4.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1549,Batch Processing conops iteration 2: group review to produce first draft,2.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1550,Batch Processing conops formatting: convert first draft to reStructuredText,1.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
1551,Batch Processing conops: develop engineering considerations for BOE for work package,3.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1552,Review Level 1 ConOps,2.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1553,Build draft design,10.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
1554,Articulate the design in format needed for planning,8.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
1555,Produce revised WBS,8.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
1556,Discuss elements of RFC,6.0,0.04199772985244041,0.3076923076923077,0.3067765567765568
1557,Specify requirements for SuperTask extensions ,2.0,0.04199772985244041,0.3076923076923077,0.3067765567765568
1558,Respond to SuperTask RFC based on requirements,2.0,0.04199772985244041,0.3076923076923077,0.3067765567765568
1559,Select workflow based on conops and review of workflow systems,6.0,0.04199772985244041,0.3076923076923077,0.3067765567765568
1560,Discuss elements of RFC,2.0,0.04199772985244041,0.3076923076923077,0.3067765567765568
1561,Produce RFC,2.0,0.04199772985244041,0.3076923076923077,0.3067765567765568
1562,Install OCS SAL code in prep for ConOps development,2.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1563,Monitoring plan for Startup procedure,1.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1564,L1 entity prototypes,16.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1565,Message Dictionary additions,4.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1566,Amendments to message interaction,6.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1567,Camera Workshop attendance,6.0,0.19977298524404086,0.14652014652014653,0.14652014652014653
1568,Use Shifter+HTCondor  in processing Stripe82 ref data at modest scale,6.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
1569,Add meas_extensions_ngmix to repos.yaml,0.1,0.7582292849035187,1.0,1.0
1570,afw table and record should have useful str() and repr(),2.0,0.5675368898978433,0.5009157509157509,0.5009157509157509
1571,meas_extensions_ngmix has no SConstruct,0.25,0.7582292849035187,1.0,1.0
1572,Add tests for order of flags to all measurment plugins,3.0,0.14982973893303064,1.0,1.0
1573,Ship ngmix with license,0.25,0.7582292849035187,1.0,1.0
1574,"Message refinement , in light of development #1",12.0,0.19977298524404086,0.07051282051282051,0.07051282051282051
1575,Default chart and other optimizations,6.0,0.21112372304199772,0.12545787545787546,0.12545787545787546
1576,Message refinement #2,12.0,0.19977298524404086,0.07051282051282051,0.07051282051282051
1577,Camera workshop attendance,8.0,0.05221339387060159,0.07051282051282051,0.07051282051282051
1578,Summarize meeting results into Concepts of Operation,2.0,0.19977298524404086,0.07051282051282051,0.07051282051282051
1579,ConOps for Comfort Console and System Monitor,20.0,0.01021566401816118,0.0009157509157509158,0.0009157509157509158
1580,Definitions of Alarms and Actions,30.0,0.01021566401816118,0.0009157509157509158,0.0009157509157509158
1581,"Process reference data on ""lsstdev pool"" for reference",2.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
1582,Reference processing on NERSC Cori Shifter implementation,4.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
1583,Read HTCondor documentation on dynamic slot allocation,0.25,0.4188422247446084,0.3076923076923077,0.3067765567765568
1584,Reconfigure test HTCondor worker machine,0.25,0.4188422247446084,0.3076923076923077,0.3067765567765568
1585,Write test jobs and submit files,2.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1586,Investigate HTCondor configuration wrt dropping of nodes in backfill scenario,4.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
1587,Run test jobs and evaluate,2.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1588,Discussion with HTCondor team about tests,0.25,0.4188422247446084,0.3076923076923077,0.3067765567765568
1589,fix handling of nested control objects,2.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
1590,Write final report,2.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1591,Understand input/output requirements of Process_ccd to facilitate making SuperTask data-aware,10.0,0.04199772985244041,0.3076923076923077,0.3067765567765568
1592,Add workflow features,10.0,0.0,0.3076923076923077,0.3067765567765568
1593,Select existing tasks for prototyping conversion to workflow supertask,1.0,0.04199772985244041,0.3076923076923077,0.3067765567765568
1594,Convert selected tasks,10.0,0.49375709421112374,0.3076923076923077,0.3067765567765568
1595,Finish gathering input from DM representatives,3.0,0.04199772985244041,0.3076923076923077,0.3067765567765568
1596,Compile input,2.0,0.0,0.3076923076923077,0.3067765567765568
1597,Review conops template,1.0,0.04199772985244041,0.3076923076923077,0.3067765567765568
1598,Draft first three phases of Batch Production Services deployment,13.0,0.06583427922814983,0.3076923076923077,0.3067765567765568
1599,Citizen methods should be private and accessible only through a friend interface,4.0,0.8286038592508513,0.9807692307692307,0.9807692307692307
1600,Iteration 3: larger review to produce second draft,7.0,0.0,0.3076923076923077,0.3067765567765568
1601,Iteration 4: final draft and convert to reStructuredText to produce tech note,4.0,0.0,0.3076923076923077,0.3067765567765568
1602,Service Management for F16 June,4.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
1603,Service Management for F16 July,4.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
1604,Service Management for F16 August,4.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
1605,Write test programs to exercise Swift API with OpenStack ,2.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1606,Write test programs to exercise Swift API with Ceph,2.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1607,Benchmark Swift command line tool for objects less than 5GB,4.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1608,Benchmark Swift command line tool for objects greater than 5GB,4.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1609,Benchmark Swift custom tool for objects less than 5GB,4.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1610,Implement HTCondor dynamic classad solution for Slot based values,2.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
1611,Benchmark Swift custom tool for objects greater than 5GB,4.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1612,Analyze results and write report,4.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1613,Find and read documentation for OpenStack Swift API,1.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
